timestamp,pose_x,pose_y,pose_z,orientation_x,orientation_y,orientation_z,orientation_w,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
1739774116904532844,29.886916938381667,-28.056869884089778,0.0,-1.1338842476415475e-10,-3.348184306067639e-10,-0.3207628969705471,0.9471595240122237,0.4999999949527466,-5.4425361732581695e-09,0.0,0.0,0.0,0.0
1739774116955111887,29.894859161375855,-28.06294615652851,0.0,-1.1338940375654791e-10,-3.3481826856576475e-10,-0.32076289697054655,0.9471595240122239,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,6.661338147750939e-14
1739774116983993322,29.787893238068996,-28.407183983881147,0.0,0.0,0.0,-0.3207772603249394,0.9471546596297915,0.49999999999954525,0.0,0.0,0.0,0.0,0.0
1739774116985622861,29.902801384370044,-28.069022428967244,0.0,-1.1338864976390658e-10,-3.348186791841635e-10,-0.3207628969705471,0.9471595240122237,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,0.0
1739774117015910669,29.910743607364232,-28.075098701405977,0.0,-1.1338938302701076e-10,-3.348177885393409e-10,-0.3207628969705471,0.9471595240122237,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,0.0
1739774117033896570,29.91868583035842,-28.08117497384471,0.0,-1.1338863737983183e-10,-3.3481819754860454e-10,-0.3207628969705465,0.9471595240122239,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,1.3322676295501878e-13
1739774117080508354,29.92662805335261,-28.087251246283444,0.0,-1.1338961049129612e-10,-3.348180367325981e-10,-0.3207628969705471,0.9471595240122237,0.4999999949527466,-5.442536175968675e-09,0.0,0.0,0.0,-2.220446049250313e-14
1739774117111435180,29.934570276346797,-28.093327518722177,0.0,-1.1338885211714176e-10,-3.3481844416470086e-10,-0.3207628969705472,0.9471595240122237,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,5.551115123125783e-14
1739774117138698220,29.942512499340985,-28.09940379116091,0.0,-1.1338982483364768e-10,-3.3481826366096567e-10,-0.32076289697054716,0.9471595240122237,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,-6.661338147750939e-14
1739774117185957513,29.950454722335174,-28.105480063599643,0.0,-1.1338884125257489e-10,-3.348179592270998e-10,-0.3207628969705469,0.9471595240122238,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,0.0
1739774117229629159,29.958396945329362,-28.111556336038376,0.0,-1.1338908057503601e-10,-3.3481843954174894e-10,-0.3207628969705471,0.9471595240122237,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,0.0
1739774117252692181,29.96633916832355,-28.11763260847711,0.0,-1.133890750283185e-10,-3.3481818826068576e-10,-0.320762896970547,0.9471595240122237,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,2.220446049250313e-14
1739774117296800922,29.97428139131774,-28.123708880915842,0.0,-1.1338833626247979e-10,-3.348186049925436e-10,-0.32076289697054805,0.9471595240122234,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,0.0
1739774117334220894,29.982223614311927,-28.129785153354575,0.0,-1.1338930038177824e-10,-3.348184351626525e-10,-0.3207628969705479,0.9471595240122235,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,6.661338147750939e-14
1739774117364409514,29.990165837306115,-28.13586142579331,0.0,-1.1338831463113473e-10,-3.3481814083498855e-10,-0.32076289697054816,0.9471595240122234,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,-1.1102230246251565e-13
1739774117402140187,29.998108060300304,-28.14193769823204,0.0,-1.1338930002149814e-10,-3.3481797637604355e-10,-0.3207628969705475,0.9471595240122236,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,6.661338147750939e-14
1739774117427655282,30.006050283294492,-28.148013970670775,0.0,-1.1338853902912869e-10,-3.3481838845845696e-10,-0.32076289697054844,0.9471595240122233,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,-1.2212453270876722e-13
1739774117460359889,30.01399250628868,-28.154090243109508,0.0,-1.1338951111919539e-10,-3.3481819979804063e-10,-0.32076289697054844,0.9471595240122233,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,7.771561172376096e-14
1739774117502504156,30.02193472928287,-28.16016651554824,0.0,-1.1338850895630106e-10,-3.348179005152729e-10,-0.3207628969705489,0.9471595240122231,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,-4.440892098500626e-14
1739774117535493598,30.029876952277057,-28.166242787986974,0.0,-1.1338949216065569e-10,-3.3481771628732195e-10,-0.320762896970549,0.9471595240122231,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,-3.3306690738754696e-14
1739774117558845219,30.037819175271245,-28.172319060425707,0.0,-1.133887412703024e-10,-3.3481810027379513e-10,-0.32076289697054816,0.9471595240122234,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,1.5543122344752192e-13
1739774117589343630,30.045761398265434,-28.17839533286444,0.0,-1.133889725425629e-10,-3.3481857172017164e-10,-0.3207628969705481,0.9471595240122234,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,4.440892098500626e-14
1739774117635479051,30.053703621259622,-28.184471605303173,0.0,-1.133889486960486e-10,-3.348183070291087e-10,-0.32076289697054783,0.9471595240122235,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,6.661338147750939e-14
1739774117694291417,30.06164584425381,-28.190547877741906,0.0,-1.1338917751964484e-10,-3.348187725388278e-10,-0.3207628969705482,0.9471595240122234,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,-1.2212453270876722e-13
1739774117737942349,30.069588067248,-28.19662415018064,0.0,-1.1338892608292034e-10,-3.348178154503202e-10,-0.3207628969705476,0.9471595240122236,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,6.661338147750939e-14
1739774117771586909,30.077530290242187,-28.202700422619372,0.0,-1.1338915978344173e-10,-3.3481826590802016e-10,-0.3207628969705479,0.9471595240122235,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,-6.661338147750939e-14
1739774117817359389,30.085472513236375,-28.208776695058106,0.0,-1.1338915486193829e-10,-3.348180366415117e-10,-0.3207628969705476,0.9471595240122236,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,1.2212453270876722e-13
1739774117844399485,30.093414736230564,-28.21485296749684,0.0,-1.1338939516944357e-10,-3.3481849521753884e-10,-0.32076289697054794,0.9471595240122235,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,-1.1102230246251565e-14
1739774117878032086,30.101356959224752,-28.220929239935572,0.0,-1.1338937378962438e-10,-3.3481826346532707e-10,-0.3207628969705476,0.9471595240122235,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,3.3306690738754696e-14
1739774117915475074,30.10929918221894,-28.227005512374305,0.0,-1.1338935921278225e-10,-3.3481800969116505e-10,-0.3207628969705475,0.9471595240122236,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,-1.1102230246251565e-14
1739774117943004157,30.11724140521313,-28.233081784813038,0.0,-1.1338933953996737e-10,-3.348177580013276e-10,-0.32076289697054694,0.9471595240122238,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,9.992007221626409e-14
1739774117971565386,30.125183628207317,-28.23915805725177,0.0,-1.1338957084391033e-10,-3.348182356162972e-10,-0.3207628969705474,0.9471595240122236,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,0.0
1739774118003835023,30.133125851201505,-28.245234329690504,0.0,-1.1338880890268551e-10,-3.348186457342175e-10,-0.32076289697054716,0.9471595240122237,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,0.0
1739774118034075446,30.141068074195694,-28.251310602129237,0.0,-1.1338880120846829e-10,-3.3481840467679677e-10,-0.3207628969705471,0.9471595240122237,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,0.0
1739774118066529533,30.149010297189882,-28.25738687456797,0.0,-1.1338878557181293e-10,-3.3481815608884166e-10,-0.32076289697054694,0.9471595240122238,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,3.3306690738754696e-14
1739774118106032581,30.15695252018407,-28.263463147006703,0.0,-1.1338877896795171e-10,-3.348179118639456e-10,-0.32076289697054655,0.9471595240122239,0.4999999949527466,-5.44253617867918e-09,0.0,0.0,0.0,1.2212453270876722e-13
